"","Season","Player","Team","position","game_id","game_date","home_team","away_team","G","A1","A2","PTS","PrPTS","GS","SOG","eGF","eGA","GF.","PPG","PPA1","PPA2","SHG","SHA1","SHA2","FOW","FOL","PIM","Blk","TO","SV","GA"
"552","2015","Kelly Babstock","CTW","F","14817684","2016-09-03","CTW","BUF",0,1,1,2,1,0.94,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"553","2015","Kelly McDonald","BUF","D","14817684","2016-09-03","CTW","BUF",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","2015","Lindsay Grigg","BUF","D","14817684","2016-09-03","CTW","BUF",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0
"555","2015","Meghan Duggan","BUF","F","14817684","2016-09-03","CTW","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"556","2015","Micaela Long","CTW","F","14817684","2016-09-03","CTW","BUF",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","2015","Molly Engstrom","CTW","D","14817684","2016-09-03","CTW","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","2015","Shannon Doyle","CTW","D","14817684","2016-09-03","CTW","BUF",0,0,1,1,0,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"559","2015","Shelby Bram","BUF","F","14817684","2016-09-03","CTW","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","2015","Shenae Lundberg","CTW","G","14817684","2016-09-03","CTW","BUF",0,0,0,0,0,1.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,2
"561","2015","Bray Ketchum","MET","F","14819462","2016-09-03","MET","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","2015","Brianne Mclaughlin","BUF","G","14819462","2016-09-03","MET","BUF",0,0,0,0,0,0.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,3
"563","2015","Brooke Ammerman","MET","F","14819462","2016-09-03","MET","BUF",0,2,0,2,2,1.11,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0
"564","2015","Devon Skeats","BUF","F","14819462","2016-09-03","MET","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","2015","Elena Orlando","MET","D","14819462","2016-09-03","MET","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"566","2015","Emily Pfalzer","BUF","D","14819462","2016-09-03","MET","BUF",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","2015","Erin Zach","BUF","F","14819462","2016-09-03","MET","BUF",0,2,0,2,2,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","2015","Hailey Browne","BUF","F","14819462","2016-09-03","MET","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"569","2015","Hannah McGowan","BUF","F","14819462","2016-09-03","MET","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"570","2015","Jessica Fickel","BUF","F","14819462","2016-09-03","MET","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"571","2015","Kelley Steadman","BUF","F","14819462","2016-09-03","MET","BUF",1,0,1,2,1,1.41,1,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"572","2015","Kiira Dosdall","MET","D","14819462","2016-09-03","MET","BUF",0,0,2,2,0,1.28,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"573","2015","Lindsay Grigg","BUF","D","14819462","2016-09-03","MET","BUF",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"574","2015","Ludmila Belyakova","MET","F","14819462","2016-09-03","MET","BUF",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"575","2015","Madison Packer","MET","F","14819462","2016-09-03","MET","BUF",0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"576","2015","Megan Bozek","BUF","D","14819462","2016-09-03","MET","BUF",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","2015","Meghan Fardelmann","MET","F","14819462","2016-09-03","MET","BUF",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"578","2015","Moran Fritz-Ward","MET","F","14819462","2016-09-03","MET","BUF",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"579","2015","Nana Fujimoto","MET","G","14819462","2016-09-03","MET","BUF",0,0,0,0,0,1.9,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,35,3
"580","2015","Shelby Bram","BUF","F","14819462","2016-09-03","MET","BUF",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"581","2015","Alyssa Gagliardi","BOS","D","14820870","2016-09-03","BOS","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","2015","Brianna Decker","BOS","F","14820870","2016-09-03","BOS","CTW",1,0,1,2,1,1.75,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"583","2015","Brittany Dougherty","CTW","F","14820870","2016-09-03","BOS","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"584","2015","Brittany Ott","BOS","G","14820870","2016-09-03","BOS","CTW",0,0,0,0,0,0.1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,15,2
"585","2015","Gigi Marvin","BOS","D","14820870","2016-09-03","BOS","CTW",1,0,1,2,1,1.58,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"586","2015","Hilary Knight","BOS","F","14820870","2016-09-03","BOS","CTW",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"587","2015","Jillian Dempsey","BOS","F","14820870","2016-09-03","BOS","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"588","2015","Jordan Brickner","CTW","D","14820870","2016-09-03","BOS","CTW",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","2015","Jordan Smelker","BOS","F","14820870","2016-09-03","BOS","CTW",2,1,0,3,3,2.86,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","2015","Kaleigh Fratkin","CTW","D","14820870","2016-09-03","BOS","CTW",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"591","2015","Kelli Stack","CTW","F","14820870","2016-09-03","BOS","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"592","2015","Kelly Babstock","CTW","F","14820870","2016-09-03","BOS","CTW",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"593","2015","Molly Engstrom","CTW","D","14820870","2016-09-03","BOS","CTW",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"594","2015","Nicole Stock","CTW","G","14820870","2016-09-03","BOS","CTW",0,0,0,0,0,2.18,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,37,3
"595","2015","Brianna Decker","BOS","F","14821029","2016-09-03","CTW","BOS",3,1,0,4,4,3.97,3,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"596","2015","Brittany Ott","BOS","G","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,19,3
"597","2015","Danielle Ward","CTW","F","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"598","2015","Emily Field","BOS","F","14821029","2016-09-03","CTW","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0
"599","2015","Hilary Knight","BOS","F","14821029","2016-09-03","CTW","BOS",1,2,0,3,3,2.22,1,0,0,NA,0,0,0,0,1,0,0,0,2,0,0,0,0
"600","2015","Jaimie Leonoff","CTW","G","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,4.26,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,59,4
"601","2015","Jillian Dempsey","BOS","F","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"602","2015","Jordan Brickner","CTW","D","14821029","2016-09-03","CTW","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"603","2015","Jordan Smelker","BOS","F","14821029","2016-09-03","CTW","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","2015","Kacey Bellamy","BOS","D","14821029","2016-09-03","CTW","BOS",0,1,1,2,1,1.11,0,0,0,NA,0,0,0,0,1,1,0,0,2,0,0,0,0
"605","2015","Kaleigh Fratkin","CTW","D","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"606","2015","Kate Buesser","CTW","F","14821029","2016-09-03","CTW","BOS",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"607","2015","Kelli Stack","CTW","F","14821029","2016-09-03","CTW","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"608","2015","Kelly Babstock","CTW","F","14821029","2016-09-03","CTW","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"609","2015","Kelly Cooke","BOS","F","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"610","2015","Micaela Long","CTW","F","14821029","2016-09-03","CTW","BOS",2,0,0,2,2,2.22,2,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"611","2015","Rachel Llanes","BOS","F","14821029","2016-09-03","CTW","BOS",0,0,1,1,0,0.47,0,0,0,NA,0,0,0,0,0,1,0,0,2,0,0,0,0
"612","2015","Sam Faber","CTW","F","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"613","2015","Zoe Hickel","BOS","F","14821029","2016-09-03","CTW","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"614","2015","Bray Ketchum","MET","F","14822366","2016-09-03","BUF","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"615","2015","Brianne Mclaughlin","BUF","G","14822366","2016-09-03","BUF","MET",0,0,0,0,0,2.52,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,0
"616","2015","Devon Skeats","BUF","F","14822366","2016-09-03","BUF","MET",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"617","2015","Hannah McGowan","BUF","F","14822366","2016-09-03","BUF","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","2015","Hayley Williams","BUF","F","14822366","2016-09-03","BUF","MET",0,1,1,2,1,1.28,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"619","2015","Kelley Steadman","BUF","F","14822366","2016-09-03","BUF","MET",1,0,0,1,1,0.77,1,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"620","2015","Kelly McDonald","BUF","D","14822366","2016-09-03","BUF","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"621","2015","Kourtney Kunichika","BUF","F","14822366","2016-09-03","BUF","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","2015","Megan Bozek","BUF","D","14822366","2016-09-03","BUF","MET",1,1,0,2,2,1.58,1,0,0,NA,0,1,0,0,1,0,0,0,2,0,0,0,0
"623","2015","Meghan Duggan","BUF","F","14822366","2016-09-03","BUF","MET",1,1,0,2,2,1.75,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0
"624","2015","Nana Fujimoto","MET","G","14822366","2016-09-03","BUF","MET",0,0,0,0,0,-0.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,27,4
"625","2015","Paige Harrington","BUF","D","14822366","2016-09-03","BUF","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","2015","Tatiana Rafter","BUF","F","14822366","2016-09-03","BUF","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"627","2015","Alyssa Gagliardi","BOS","D","14822377","2016-09-03","BUF","BOS",0,0,1,1,0,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,1,0,0,0
"628","2015","Brianna Decker","BOS","F","14822377","2016-09-03","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"629","2015","Brianne Mclaughlin","BUF","G","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,1.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,33,3
"630","2015","Brittany Ott","BOS","G","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,1.5,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,25,2
"631","2015","Corinne Buie","BOS","F","14822377","2016-09-03","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"632","2015","Devon Skeats","BUF","F","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"633","2015","Emily Pfalzer","BUF","D","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,0.12,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0
"634","2015","Erin Zach","BUF","F","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"635","2015","Hailey Browne","BUF","F","14822377","2016-09-03","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"636","2015","Hilary Knight","BOS","F","14822377","2016-09-03","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"637","2015","Jillian Dempsey","BOS","F","14822377","2016-09-03","BUF","BOS",1,0,0,1,1,0.94,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"638","2015","Kacey Bellamy","BOS","D","14822377","2016-09-03","BUF","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"639","2015","Lindsay Grigg","BUF","D","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"640","2015","Marissa Gedman","BOS","D","14822377","2016-09-03","BUF","BOS",0,0,1,1,0,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"641","2015","Megan Bozek","BUF","D","14822377","2016-09-03","BUF","BOS",0,1,1,2,1,1.11,0,0,0,NA,0,1,0,0,0,0,0,0,2,0,0,0,0
"642","2015","Meghan Duggan","BUF","F","14822377","2016-09-03","BUF","BOS",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0
"643","2015","Paige Harrington","BUF","D","14822377","2016-09-03","BUF","BOS",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"644","2015","Tatiana Rafter","BUF","F","14822377","2016-09-03","BUF","BOS",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","2015","Zoe Hickel","BOS","F","14822377","2016-09-03","BUF","BOS",0,1,0,1,1,0.47,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"646","2015","Alyssa Wohlfeiler","CTW","F|D","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"647","2015","Ashley Johnston","MET","D","14822707","2016-09-03","CTW","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0
"648","2015","Beth Hanrahan","MET","F","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.34,0,0,0,NA,0,0,0,0,0,0,0,0,4,0,0,0,0
"649","2015","Bray Ketchum","MET","F","14822707","2016-09-03","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,1,0,0,1,0,0,0,0,0,0,0,0,0
"650","2015","Brooke Ammerman","MET","F","14822707","2016-09-03","CTW","MET",0,2,0,2,2,1.28,0,0,0,NA,0,2,0,0,1,0,0,0,0,0,0,0,0
"651","2015","Celeste Brown","MET","F","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"652","2015","Chelsea Laden","MET","G","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.2,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,20,3
"653","2015","Danielle Ward","CTW","F","14822707","2016-09-03","CTW","MET",1,0,1,2,1,1.58,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"654","2015","Jordan Brickner","CTW","D","14822707","2016-09-03","CTW","MET",0,1,0,1,1,0.64,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","2015","Kaleigh Fratkin","CTW","D","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.17,0,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"656","2015","Kelli Stack","CTW","F","14822707","2016-09-03","CTW","MET",0,2,0,2,2,1.28,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0
"657","2015","Kelly Babstock","CTW","F","14822707","2016-09-03","CTW","MET",1,0,0,1,1,0.6,1,0,0,NA,1,0,0,0,0,0,0,0,6,0,0,0,0
"658","2015","Kiira Dosdall","MET","D","14822707","2016-09-03","CTW","MET",1,0,0,1,1,0.94,1,0,0,NA,1,0,0,0,0,0,0,0,2,0,0,0,0
"659","2015","Madison Packer","MET","F","14822707","2016-09-03","CTW","MET",0,0,1,1,0,0.47,0,0,0,NA,0,0,1,0,0,0,0,0,2,0,0,0,0
"660","2015","Micaela Long","CTW","F","14822707","2016-09-03","CTW","MET",1,0,1,2,1,1.58,1,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0,0
"661","2015","Molly Engstrom","CTW","D","14822707","2016-09-03","CTW","MET",0,0,1,1,0,0.64,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0
"662","2015","Shannon Doyle","CTW","D","14822707","2016-09-03","CTW","MET",0,0,0,0,0,-0.51,0,0,0,NA,0,0,0,0,0,0,0,0,6,0,0,0,0
"663","2015","Shenae Lundberg","CTW","G","14822707","2016-09-03","CTW","MET",0,0,0,0,0,1.22,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,23,2
"664","2015","Shiann Darkangelo","CTW","F","14822707","2016-09-03","CTW","MET",1,0,0,1,1,1.11,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"665","2016","Alex Carpenter","BOS","F","14689392","2016-10-08","BOS","MET",1,1,0,2,2,2.44,4,2,0,1,0,1,0,0,0,0,4,1,0,0,0,0,0
"666","2016","Alexa Gruschow","MET","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.01,1,0,2,0,0,0,0,0,0,0,4,5,0,0,2,0,0
"667","2016","Alexandra Bender","BOS","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.17,0,2,1,0.666666666666667,0,0,0,0,0,0,0,0,2,1,1,0,0
"668","2016","Alyssa Gagliardi","BOS","D","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.97,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","2016","Amanda Kessel","MET","F","14689392","2016-10-08","BOS","MET",0,2,0,2,2,1.5,2,1,2,0.333333333333333,0,1,0,0,0,0,0,0,0,0,1,0,0
"670","2016","Amanda Pelkey","BOS","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"671","2016","Ashley Johnston","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","2016","Blake Bolden","BOS","D","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.22,2,0,2,0,1,0,0,0,0,0,0,0,0,1,2,0,0
"673","2016","Bray Ketchum","MET","F","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.47,0,1,2,0.333333333333333,0,0,1,0,0,0,0,0,2,0,2,0,0
"674","2016","Brianna Decker","BOS","F","14689392","2016-10-08","BOS","MET",2,0,0,2,2,3.99,5,2,1,0.666666666666667,1,0,0,1,0,0,17,5,0,0,2,0,0
"675","2016","Brittany Ott","BOS","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,3
"676","2016","Courtney Burke","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","2016","Emily Field","BOS","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.33,3,1,1,0.5,0,0,0,1,0,0,0,0,0,0,1,0,0
"678","2016","Gigi Marvin","BOS","D","14689392","2016-10-08","BOS","MET",0,0,2,2,0,1.27,3,2,1,0.666666666666667,0,0,1,0,0,0,0,0,4,1,0,0,0
"679","2016","Janine Weber","MET","F","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.46,1,1,1,0.5,0,0,0,0,0,0,7,8,2,0,0,0,0
"680","2016","Jillian Dempsey","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,-0.22,2,2,1,0.666666666666667,0,0,0,0,0,0,4,13,0,0,1,0,0
"681","2016","Jordan Smelker","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.64,0,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"682","2016","Kacey Bellamy","BOS","D","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.69,2,4,0,1,0,0,1,0,0,1,0,0,2,2,1,0,0
"683","2016","Kaleigh Fratkin","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.23,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0
"684","2016","Katie  Fitzgerald","MET","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.16,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,6,1
"685","2016","Kiira Dosdall","MET","D","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.17,0,2,3,0.4,0,0,0,0,0,0,0,0,2,1,1,0,0
"686","2016","Madison Packer","MET","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.17,5,0,1,0,0,0,0,0,0,0,6,12,0,1,2,0,0
"687","2016","Meghan Duggan","BOS","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-0.23,1,2,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
"688","2016","Michelle Picard","MET","D","14689392","2016-10-08","BOS","MET",0,0,1,1,0,0.86,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"689","2016","Milica McMillen","MET","D","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.11,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"690","2016","Miye D'Oench","MET","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.32,4,1,3,0.25,0,0,0,0,0,0,0,1,0,0,1,0,0
"691","2016","Morgan Fritz-Ward","MET","F","14689392","2016-10-08","BOS","MET",0,0,0,0,0,0.11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","2016","Rachel Llanes","BOS","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.69,3,1,0,1,0,0,0,0,0,0,10,7,0,2,0,0,0
"693","2016","Rebecca Russo","MET","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.4,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0
"694","2016","Sojung Shin","MET","G","14689392","2016-10-08","BOS","MET",0,0,0,0,0,-2.48,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,18,5
"695","2016","Tatiana Rafter","MET","F","14689392","2016-10-08","BOS","MET",1,0,0,1,1,1.47,1,1,1,0.5,0,0,0,0,0,0,10,7,0,0,0,0,0
"696","2016","Zoe Hickel","BOS","F","14689392","2016-10-08","BOS","MET",0,1,0,1,1,0.63,1,2,1,0.666666666666667,0,1,0,0,1,0,0,1,0,0,1,0,0
"697","2016","Amanda Leveille","BUF","G","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-1.62,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,17,4
"698","2016","Anne Schleper","BUF","D","14689396","2016-10-09","BUF","CTW",0,1,0,1,1,0.58,1,3,1,0.75,0,1,0,0,0,0,0,0,2,0,0,0,0
"699","2016","Brianne McLaughlin","BUF","G","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.84,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,6,0
"700","2016","Corinne Buie","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.22,2,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0
"701","2016","Cydney Roesler","CTW","D","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.17,0,1,1,0.5,0,0,0,0,0,0,0,0,2,1,1,0,0
"702","2016","Dana Trivigno","CTW","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.33,3,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","2016","Devon Skeats","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,-0.06,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"704","2016","Emily Janiga","BUF","F","14689396","2016-10-09","BUF","CTW",1,0,1,2,1,0.99,5,2,2,0.5,1,0,0,0,0,0,8,18,0,0,0,0,0
"705","2016","Emily Pfalzer","BUF","D","14689396","2016-10-09","BUF","CTW",0,1,0,1,1,0.58,1,0,1,0,0,1,0,0,0,0,0,0,2,1,1,0,0
"706","2016","Haley Skarupa","CTW","F","14689396","2016-10-09","BUF","CTW",3,1,0,4,4,4.19,5,3,3,0.5,1,0,0,1,0,0,0,0,0,1,0,0,0
"707","2016","Harrison Browne","BUF","F","14689396","2016-10-09","BUF","CTW",0,0,0,0,0,0.11,1,0,0,NA,0,0,0,0,0,0,1,1,0,2,1,0,0
